name,semrush_profile,twitter,linkedin,facebook,instagram,website,job_title,summary,rank_name,alltime_rank_posts,alltime_rank_comments
Joe Escobedo,https://www.semrush.com/user/146650545/,https://twitter.com/RealJoeEscobedo/,https://www.linkedin.com/in/josephescobedo/,,,http://www.forbes.com/sites/joeescobedo/#5920dd4f6410,Director of Marketing at Happy Marketer,"With over 10 years' experience in Asia, I've created and led successful digital marketing and PR campaigns for everyone from startups to Fortune 500 firms. I'm a Forbes and Huffington Post, as well as the Director of Marketing at both Happy Marketer and FutureMarketer. Drop me a line on Twitter at @RealJoeEscobedo.",Helper,375,0
Katy Katz,https://www.semrush.com/user/145868657/,https://twitter.com/katykatztx/,,,,,,"Katy has interactive marketing experience spanning across the higher education, healthcare, technology, and small business communities. She has spoken at numerous events nationwide on content marketing, social media, and brand personalization. Katy currently leads the content strategy at Inturact, an inbound marketing agency based out of Houston, which focuses on SaaS product marketing. Connect with Katy on Twitter or LinkedIn to geek out on content, SaaS, or even your latest Netflix obsession.",Helper,376,0
Shahid Mansuri,https://www.semrush.com/user/146622609/,https://twitter.com/shahidmansuri/,https://www.linkedin.com/in/mansurishahid/,https://www.facebook.com/shahidmansuri/,,https://www.peerbits.com,CEO at Peerbits,"Shahid Mansuri co-founded Peerbits, one of the leading mobile app development company in 2011. His visionary leadership and flamboyant management style have yield fruitful results for the company. He believes in sharing his strong knowledge base with leaned concentration on entrepreneurship and business. Being an avid nature lover, he likes to flaunt his pajamas on beach during the vacations.",Helper,377,1615
Amit Lavi,https://www.semrush.com/user/146525281/,https://twitter.com/amitlavi/,https://www.linkedin.com/in/amitlavi/,,,,CEO and Co- founder at Marketing Envy,CEO and Co-founder of Marketing Envy - A Tech and Startup focused marketing agency based in Tel Aviv. Mentor at Google Campus and Microsoft Accelerator. Facebook and Google Alumni. Part of Google Experts Network.,Helper,378,0
Frank Watson,https://www.semrush.com/user/147483665/,https://twitter.com/aussiewebmaster/,,https://www.facebook.com/Aussiewebmaster/,,http://kangamurramedia.com,CEO at Kangamurra Media,Been working in the digital space since the 1990s - love the constant change and challenges.,Helper,379,0
 Steve Chambers,https://www.semrush.com/user/146536513/,https://twitter.com/rapp/,,,,http://www.rapp.com/,,"Steve Chambers is the information security and privacy manager at RAPP, a company that focuses on critical, direct, and high-value relationships that link people and brands across the fast-changing digital landscape. Connect with RAPP on Twitter.",Helper,380,0
Mukta Dhiman,https://www.semrush.com/user/146102737/,https://twitter.com/mukta_dhiman/,https://www.linkedin.com/in/muktadhiman/,,,http://muktadhiman.com/,Founder at ScoopHub,"Mukta Dhiman is a founder of ScoopHub and a passionate writer in various niches like blogging, social media, fashion, beauty, travel, and lifestyle. She is a social media enthusiast and blogger with 4 years of expertise. She loves to live positive side of life. Travel, reading, and dogs are her defining passions.",Helper,381,0
Kelly Smith Dotson,https://www.semrush.com/user/146048401/,,,,,,,"Kelly Smith Dotson brings extensive experience in defining strong brands
and building marketing programs that drive business results. At SAVO Group, Kelly is focused on building on SAVO’s leading
market position to further define the sales enablement space and building a
world-class marketing organization.",Helper,382,0
Matt Macchia,https://www.semrush.com/user/148569345/,https://twitter.com/matt_macchia/,https://www.linkedin.com/in/mattmacchia/,,,https://adfury.io/,CEO and Founder at AdFury,"Matt Macchia is the founder of AdFury and a seasoned technology executive with vast experience in team building, product marketing and bootstrapping startups. As CEO & founder, he leads AdFury to provide incredible PPC Tools, lowering the bar for creating and managing complex campaigns. Matt brings more than 20 years of experience working with high-growth business-to-business and business-to-consumer companies, including HometownQuotes, Hotwire and Babycenter. Most recently, he was the CTO for HometownQuotes.",Expert,383,1413
Dmytro Tonkikh,https://www.semrush.com/user/146852737/,,,https://www.facebook.com/dmytro.tonkikh/,,,,PPC advertising specialist at Promodo. He has been creating content and launching PPC campaigns for Ukrainian and international companies for 3+ years. Befriend him on Facebook.,Helper,384,0
Marisa Sanfilippo,https://www.semrush.com/user/146179041/,https://twitter.com/MarisaASan/,,,,,,"As Content and Social Media Marketing Director of Fortune Web Marketing (an Internet marketing agency based out of New Jersey) Marisa helps businesses large and small in a variety of industries get found and look and sound good online. When she’s not glued to her computer screen, she dabbles in photography and painting.",Helper,385,787
Daria Kasatkina,https://www.semrush.com/user/146839633/,https://twitter.com/etosova/,,https://www.facebook.com/dsovaria/,,,Marketing Manager at Amplifr,"In charge of content and marketing at Amplifr, the Social Media Scheduling and Analytics service.",Helper,386,0
Nathalie Couët,https://www.semrush.com/user/147688129/,,,,,,DashThis,"With beginnings in traditional print media, Nathalie has been in digital communications management, PR, & content marketing for 8 years. She is now in charge of communications, PR & content marketing at DashThis, where she spends her time sharing her expertise in dashboard reporting.",Helper,387,0
Arya Bina,https://www.semrush.com/user/148583889/,https://twitter.com/AryaBina_CEO/,https://www.linkedin.com/in/kobe-digital/,https://www.facebook.com/KobeDigital/,,https://www.kobedigital.com,Founder and CEO at Kobe Digital,"Arya Bina is Founder & CEO of Kobe Digital, a leading Los Angeles based digital marketing agency with a clear focus on ROI centric and data-driven digital marketing practices. He has over 9 years of digital marketing experience, and has exemplified a profound amount of thought leadership in the space in a short span of time. He was named as ""Most powerful Person in Tech"" in 2014 by Business Insider.",Helper,388,0
Chris Foerster,https://www.semrush.com/user/146515041/,https://twitter.com/Mr_Foerster/,https://www.linkedin.com/in/christopherfoerster/,,,https://www.madcatsmedia.com,Digital Marketing Manager,"Chris Foerster is a digital marketing manager, technology junkie, and blogger for My News Tips. In his spare time he enjoys playing guitar or gawking over classic cars.",Helper,389,1069
Upasna Kakroo,https://www.semrush.com/user/145674225/,https://twitter.com/upasnakakroo/,,,,,,"Upasna Kakroo (@upasnakakroo) is the co-founder of  Brandanew , helping brands create compelling stories and content marketing strategies. Upasna has 12+ years of global experience in the online content and branding industry. She lives in Ann Arbor, Michigan.",Expert,390,162
Emma McHale,https://www.semrush.com/user/145674065/,https://twitter.com/EmmaMcHaleSEM/,https://www.linkedin.com/in/emmamchale/,,,http://www.emmamchale.co.uk/,Search Marketing Executive at Center Parcs,Emma McHale is an in-house Search Marketing Executive and Digital Marketer. You can follow Emma McHale on LinkedIn and Twitter. You can also visit her digital marketing portfolio.,Helper,391,504
John Lemp,https://www.semrush.com/user/145881393/,https://twitter.com/johndlemp/,,,,,,"John Lemp is Founder and CEO of Revcontent — the world's fastest-growing content recommendation network, powering more than 200 billion content recommendations per month. Revcontent partners with premium branded media outlets, such as Forbes, Newsweek, and Reuters. By bringing its industry-leading performance-based technology into the content widget market, Revcontent offers an intuitive content management system that allows sites to customize placements and maximize user engagement.",Helper,392,0
David Epstein,https://www.semrush.com/user/145852849/,,,,,,,"David is the Content Marketing Manager at Bizzabo. Launched in July 2012, Bizzabo is the world’s first event success platform. It helps organizers create successful events by empowering them to build amazing websites, sell tickets, grow communities, go mobile and maximize event experiences - using a beautiful, user-friendly platform.",Helper,393,0
Jason Barnard,https://www.semrush.com/user/jasonbarnard/,https://twitter.com/jasonmbarnard/,https://www.linkedin.com/in/jasonmbarnard/,https://twitter.com/jasonmbarnard/,,https://jasonbarnard.com/,The Brand SERP Guy at Kalicube.pro,"Jason Barnard is an author, speaker and consultant on all things digital marketing. His specialist subject is Brand SERPs (what appears when someone goodlmes your name). He teaches Brand SERP optimisation to students at Kalicube.pro. He also hosts a marketing podcast, where the smartest people in marketing talk to Jason about subjects they know inside out. The conversations are always interesting, always intelligent and always fun!

Over 2 decades of experience in digital marketing: he started promoting his first website in the year Google was incorporated and built it up to become one of the top 10,000 most visited sites in the world (60 million visits in 2007).

The Brand SERP Guy

Why “The Brand SERP Guy”? Because Jason has been studying, tracking and analysing Brand SERPs (what appears when someone Googles your name) since 2013...

Conclusion: Brand SERPs are your new business card, a reflection of your brand’s digital ecosystem and an honest critique of your online marketing strategy. That could well be enough to pique the interest of any marketer and any brand... in any industry :)

News: Jason has released a series of online courses that teach brand owners and marketers to optimise their brand SERPs : https://kalicube.pro/courses/

You might want to check out Jason's digital marketing podcast. The conversations are always intelligent interesting and fun. Guests include Rand Fishkin, Joost de Valk, Jono Alderson, Bill Slawski, John Mueller...",Columnist,,
